ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_used,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Random Number,Season in number
F00102298,1576,Kharif,Alluvial,3,0,0,0,Monsoon,Significant Damage,0.996463978,2
F00140495,2688,Kharif,Alluvial,1,15,49,2,Summer,Partial Damage,0.996459639,1
F00012158,410,Kharif,Alluvial,2,40,18,0,Monsoon,Minimal Damage,0.996428696,2
F00023698,531,Rabi,Black-Cotton,2,20,38,0,Winter,Minimal Damage,0.996405857,3
F00006645,312,Kharif,Black-Cotton,2,10,14,0,Winter,Minimal Damage,0.996371354,3
F00048873,851,Rabi,Alluvial,1,80,40,3,Monsoon,Minimal Damage,0.996367932,2
F00116674,1898,Rabi,Alluvial,1,20,31,19,Monsoon,Minimal Damage,0.996356063,2
F00063235,1056,Rabi,Alluvial,1,20,30,18,Winter,Minimal Damage,0.996299622,3
F00115267,1898,Rabi,Black-Cotton,1,40,37,14,Monsoon,Minimal Damage,0.99629526,2
F00091545,1385,Rabi,Black-Cotton,1,40,9,31,Monsoon,Minimal Damage,0.996249683,2
F00058369,984,Kharif,Alluvial,1,5,10,7,Monsoon,Minimal Damage,0.996240979,2
F00074365,1212,Rabi,Alluvial,1,25,30,11,Summer,Minimal Damage,0.996238789,1
F00058995,984,Rabi,Black-Cotton,1,70,37,4,Summer,Minimal Damage,0.99623843,1
F00106817,1678,Kharif,Alluvial,2,20,49,0,Summer,Minimal Damage,0.996227509,1
F00018780,488,Rabi,Black-Cotton,2,30,26,0,Winter,Partial Damage,0.996209454,3
F00083613,1296,Kharif,Alluvial,1,20,21,20,Monsoon,Minimal Damage,0.996208168,2
F00109278,1785,Rabi,Black-Cotton,1,40,29,23,Winter,Minimal Damage,0.99620729,3
F00029658,625,Kharif,Alluvial,1,10,20,14,Monsoon,Minimal Damage,0.996198812,2
F00150470,3336,Rabi,Black-Cotton,1,20,47,19,Winter,Minimal Damage,0.996167974,3
F00069651,1132,Rabi,Black-Cotton,1,40,25,15,Summer,Minimal Damage,0.996161179,1
F00102725,1576,Kharif,Alluvial,1,35,14,0,Summer,Significant Damage,0.996144191,1
F00043609,789,Rabi,Black-Cotton,2,25,38,0,Monsoon,Minimal Damage,0.99613327,2
F00006916,312,Rabi,Alluvial,2,40,30,0,Winter,Minimal Damage,0.996104495,3
F00155808,4097,Rabi,Alluvial,1,10,15,43,Summer,Minimal Damage,0.996086257,1
F00028720,625,Rabi,Alluvial,1,40,26,8,Monsoon,Minimal Damage,0.996073779,2
F00004889,283,Rabi,Black-Cotton,2,5,23,0,Monsoon,Minimal Damage,0.996064618,2
F00104391,1678,Rabi,Black-Cotton,1,30,26,20,Summer,Minimal Damage,0.996064207,1
F00091276,1385,Kharif,Alluvial,1,5,25,6,Monsoon,Minimal Damage,0.996058428,2
F00002818,231,Kharif,Alluvial,1,40,20,3,Monsoon,Minimal Damage,0.996038337,2
F00052967,915,Rabi,Black-Cotton,1,10,20,0,Winter,Minimal Damage,0.995990965,3
F00017310,488,Rabi,Black-Cotton,1,25,22,4,Summer,Minimal Damage,0.995958749,1
F00026494,577,Rabi,Black-Cotton,1,30,17,11,Monsoon,Minimal Damage,0.995958307,2
F00013362,411,Rabi,Alluvial,2,40,37,0,Summer,Minimal Damage,0.995944421,1
F00054328,915,Rabi,Alluvial,2,30,39,0,Monsoon,Minimal Damage,0.995944316,2
F00146342,2999,Rabi,Black-Cotton,1,20,53,9,Monsoon,Minimal Damage,0.995937911,2
F00085531,1297,Rabi,Black-Cotton,1,30,30,11,Summer,Minimal Damage,0.99592328,1
F00139561,2542,Rabi,Alluvial,2,20,57,0,Summer,Minimal Damage,0.995917423,1
F00121096,2016,Rabi,Black-Cotton,2,20,43,0,Summer,Partial Damage,0.995891836,1
F00023172,531,Rabi,Alluvial,1,10,22,10,Summer,Minimal Damage,0.995885984,1
F00091544,1385,Rabi,Black-Cotton,1,35,46,0,Monsoon,Minimal Damage,0.995874468,2
F00080081,1212,Rabi,Black-Cotton,1,20,26,15,Monsoon,Minimal Damage,0.995872332,2
F00024568,577,Rabi,Black-Cotton,1,60,29,6,Summer,Minimal Damage,0.995865244,1
F00065029,1056,Rabi,Black-Cotton,1,40,30,18,Summer,Minimal Damage,0.995846439,1
F00123399,2016,Rabi,Black-Cotton,1,80,41,24,Winter,Partial Damage,0.995839987,3
F00154180,3702,Kharif,Alluvial,1,5,20,23,Monsoon,Minimal Damage,0.995831308,2
F00025932,577,Rabi,Black-Cotton,2,40,29,0,Winter,Partial Damage,0.995825383,3
F00062952,1056,Rabi,Alluvial,1,60,17,0,Summer,Minimal Damage,0.995817038,1
F00124683,2138,Kharif,Alluvial,1,30,25,6,Monsoon,Minimal Damage,0.995815112,2
F00079999,1212,Kharif,Alluvial,2,10,31,0,Monsoon,Minimal Damage,0.995796202,2
F00045475,790,Rabi,Alluvial,2,50,36,0,Monsoon,Minimal Damage,0.995790696,2
F00013914,448,Rabi,Black-Cotton,1,20,13,12,Monsoon,Minimal Damage,0.995766635,2
F00141560,2688,Rabi,Black-Cotton,1,25,38,17,Monsoon,Minimal Damage,0.995764112,2
F00123082,2016,Rabi,Black-Cotton,1,20,28,30,Winter,Minimal Damage,0.995760385,3
F00142976,2688,Rabi,Alluvial,1,15,31,20,Summer,Partial Damage,0.995759689,1
F00068540,1132,Rabi,Black-Cotton,1,20,19,19,Summer,Partial Damage,0.995733864,1
F00088945,1385,Rabi,Alluvial,2,25,37,0,Summer,Minimal Damage,0.995726411,1
F00137617,2541,Rabi,Alluvial,1,5,12,9,Monsoon,Minimal Damage,0.995718719,2
F00030153,625,Rabi,Alluvial,1,25,17,15,Monsoon,Minimal Damage,0.995711916,2
F00018726,488,Rabi,Alluvial,1,40,20,11,Summer,Minimal Damage,0.99570922,1
F00008257,342,Rabi,Alluvial,1,20,15,8,Monsoon,Minimal Damage,0.995694484,2
F00047289,850,Kharif,Black-Cotton,2,10,25,0,Monsoon,Minimal Damage,0.995675129,2
F00078329,1212,Kharif,Black-Cotton,2,20,40,0,Monsoon,Minimal Damage,0.995662356,2
F00049829,851,Rabi,Black-Cotton,2,40,31,0,Summer,Minimal Damage,0.995661294,1
F00061107,984,Rabi,Black-Cotton,1,25,36,0,Summer,Minimal Damage,0.995656393,1
F00061213,984,Kharif,Black-Cotton,2,10,30,0,Monsoon,Minimal Damage,0.995622159,2
F00065273,1056,Rabi,Alluvial,1,25,26,15,Monsoon,Minimal Damage,0.995605037,2
F00103267,1678,Kharif,Alluvial,1,40,21,16,Summer,Minimal Damage,0.995595869,1
F00066450,1056,Rabi,Black-Cotton,1,15,6,27,Winter,Minimal Damage,0.995585398,3
F00040987,732,Rabi,Black-Cotton,1,20,31,1,Monsoon,Minimal Damage,0.995574513,2
F00020270,489,Rabi,Alluvial,1,10,10,16,Monsoon,Minimal Damage,0.9955713,2
F00037107,677,Rabi,Black-Cotton,1,50,24,8,Winter,Minimal Damage,0.995567551,3
F00023400,531,Rabi,Alluvial,1,40,18,10,Winter,Minimal Damage,0.995552559,3
F00038114,731,Kharif,Alluvial,1,30,27,4,Monsoon,Minimal Damage,0.995527737,2
F00057611,984,Rabi,Alluvial,1,30,12,23,Winter,Minimal Damage,0.995521091,3
F00079614,1212,Rabi,Black-Cotton,2,10,38,0,Summer,Minimal Damage,0.995510143,1
F00036483,677,Rabi,Black-Cotton,2,40,32,0,Summer,Significant Damage,0.995500049,1
F00089660,1385,Kharif,Alluvial,1,5,20,11,Winter,Minimal Damage,0.995498354,3
F00028312,625,Rabi,Alluvial,2,25,40,0,Monsoon,Minimal Damage,0.995442524,2
F00140986,2688,Kharif,Black-Cotton,3,0,0,0,Summer,Partial Damage,0.9954356,1
F00122425,2016,Rabi,Black-Cotton,1,5,25,12,Winter,Minimal Damage,0.995432808,3
F00104250,1678,Rabi,Black-Cotton,1,40,32,17,Monsoon,Minimal Damage,0.995430964,2
F00017314,488,Rabi,Black-Cotton,1,40,16,12,Monsoon,Minimal Damage,0.995428509,2
F00103280,1678,Rabi,Alluvial,2,30,49,0,Monsoon,Minimal Damage,0.995425172,2
F00060209,984,Rabi,Black-Cotton,1,30,15,20,Summer,Minimal Damage,0.995408464,1
F00084837,1297,Rabi,Black-Cotton,1,15,16,24,Monsoon,Minimal Damage,0.995405169,2
F00116410,1898,Rabi,Black-Cotton,1,20,43,3,Summer,Minimal Damage,0.995382849,1
F00108414,1785,Rabi,Alluvial,1,20,36,16,Summer,Minimal Damage,0.995380011,1
F00029951,625,Rabi,Alluvial,1,20,24,0,Winter,Minimal Damage,0.995365721,3
F00153032,3516,Rabi,Alluvial,1,20,50,10,Monsoon,Significant Damage,0.995355366,2
F00041272,732,Rabi,Black-Cotton,1,45,22,12,Monsoon,Minimal Damage,0.995332196,2
F00038969,731,Rabi,Alluvial,1,25,18,16,Summer,Minimal Damage,0.995327263,1
F00151208,3337,Rabi,Alluvial,2,15,60,0,Winter,Partial Damage,0.995322363,3
F00152073,3515,Kharif,Alluvial,1,60,23,33,Monsoon,Minimal Damage,0.995306509,2
F00033765,677,Rabi,Alluvial,1,25,30,12,Winter,Minimal Damage,0.99527468,3
F00088582,1385,Rabi,Black-Cotton,1,55,21,19,Summer,Minimal Damage,0.995274577,1
F00079635,1212,Kharif,Alluvial,2,30,41,0,Monsoon,Partial Damage,0.995273829,2
F00092467,1478,Kharif,Black-Cotton,2,15,45,0,Summer,Minimal Damage,0.995271358,1
F00081141,1296,Rabi,Alluvial,1,80,30,12,Summer,Minimal Damage,0.99526556,1
F00115385,1898,Rabi,Alluvial,1,20,44,7,Monsoon,Minimal Damage,0.995248569,2
F00147202,2999,Rabi,Black-Cotton,1,30,46,11,Summer,Partial Damage,0.995234081,1
F00039281,731,Rabi,Black-Cotton,2,40,40,0,Summer,Partial Damage,0.995210061,1
F00108036,1678,Rabi,Black-Cotton,1,10,20,24,Summer,Minimal Damage,0.995196486,1
F00037411,731,Rabi,Black-Cotton,2,20,28,0,Monsoon,Minimal Damage,0.995182398,2
F00036692,677,Rabi,Black-Cotton,1,60,22,10,Monsoon,Minimal Damage,0.995169884,2
F00146984,2999,Rabi,Alluvial,2,20,40,0,Monsoon,Partial Damage,0.995120637,2
F00004226,256,Rabi,Black-Cotton,1,35,20,7,Summer,Minimal Damage,0.995117291,1
F00058506,984,Rabi,Black-Cotton,1,50,35,6,Monsoon,Minimal Damage,0.995106093,2
F00014376,448,Rabi,Black-Cotton,1,15,19,9,Winter,Minimal Damage,0.995105624,3
F00145658,2840,Rabi,Alluvial,1,60,40,19,Summer,Minimal Damage,0.995087035,1
F00059968,984,Kharif,Alluvial,2,15,29,0,Summer,Minimal Damage,0.995063371,1
F00054619,915,Kharif,Alluvial,1,20,21,14,Monsoon,Significant Damage,0.995056385,2
F00129354,2267,Rabi,Alluvial,2,40,60,0,Winter,Partial Damage,0.995042729,3
F00066168,1056,Kharif,Alluvial,1,20,38,1,Monsoon,Minimal Damage,0.995030574,2
F00098036,1575,Kharif,Black-Cotton,2,15,44,0,Monsoon,Partial Damage,0.995026993,2
F00053694,915,Rabi,Black-Cotton,1,30,22,10,Summer,Minimal Damage,0.994967423,1
F00110818,1785,Kharif,Alluvial,1,15,38,8,Monsoon,Minimal Damage,0.994942427,2
F00083653,1296,Rabi,Black-Cotton,1,20,19,19,Winter,Minimal Damage,0.994934229,3
F00037382,731,Rabi,Black-Cotton,1,30,27,4,Monsoon,Minimal Damage,0.994924605,2
F00152684,3516,Rabi,Black-Cotton,1,20,21,37,Summer,Partial Damage,0.994891209,1
F00123222,2016,Rabi,Black-Cotton,1,30,25,25,Winter,Partial Damage,0.994877849,3
F00036912,677,Rabi,Alluvial,1,60,29,11,Summer,Minimal Damage,0.994857611,1
F00014613,448,Kharif,Alluvial,1,30,27,1,Monsoon,Minimal Damage,0.994845628,2
F00133757,2401,Rabi,Black-Cotton,1,10,25,28,Winter,Minimal Damage,0.994842361,3
F00049777,851,Rabi,Black-Cotton,1,20,18,17,Summer,Minimal Damage,0.994842331,1
F00000976,168,Kharif,Alluvial,2,10,20,0,Monsoon,Minimal Damage,0.99482187,2
F00011537,410,Rabi,Black-Cotton,1,15,15,10,Summer,Minimal Damage,0.994820261,1
F00119733,2015,Kharif,Black-Cotton,2,30,32,0,Winter,Minimal Damage,0.994817016,3
F00032324,626,Kharif,Black-Cotton,2,5,14,0,Monsoon,Minimal Damage,0.994813428,2
F00064516,1056,Rabi,Black-Cotton,1,10,17,22,Monsoon,Minimal Damage,0.994809404,2
F00005055,283,Rabi,Alluvial,2,40,21,0,Monsoon,Minimal Damage,0.994800313,2
F00137090,2541,Kharif,Black-Cotton,2,15,50,0,Monsoon,Partial Damage,0.994786569,2
F00126457,2139,Rabi,Alluvial,1,70,43,9,Summer,Minimal Damage,0.994771961,1
F00090683,1385,Kharif,Black-Cotton,2,5,15,0,Winter,Minimal Damage,0.994762452,3
F00030708,625,Kharif,Alluvial,1,50,18,18,Summer,Minimal Damage,0.994746717,1
F00000278,150,Rabi,Black-Cotton,1,50,15,4,Summer,Minimal Damage,0.994746576,1
F00020129,489,Kharif,Alluvial,1,40,24,3,Monsoon,Partial Damage,0.994745146,2
F00095306,1478,Rabi,Black-Cotton,2,15,39,0,Monsoon,Minimal Damage,0.994721792,2
F00055895,916,Rabi,Black-Cotton,2,50,38,0,Summer,Partial Damage,0.994711681,1
F00074720,1212,Rabi,Black-Cotton,1,15,24,19,Monsoon,Minimal Damage,0.994683931,2
F00086501,1385,Kharif,Alluvial,1,20,30,6,Monsoon,Minimal Damage,0.994675484,2
F00022494,531,Kharif,Alluvial,2,15,25,0,Monsoon,Minimal Damage,0.994666381,2
F00031985,626,Rabi,Black-Cotton,2,40,36,0,Winter,Partial Damage,0.994652277,3
F00105195,1678,Rabi,Alluvial,1,40,30,10,Monsoon,Minimal Damage,0.994618616,2
F00061112,984,Rabi,Black-Cotton,1,30,28,3,Monsoon,Minimal Damage,0.994614877,2
F00067586,1056,Rabi,Black-Cotton,1,60,20,4,Monsoon,Minimal Damage,0.994610376,2
F00012777,411,Rabi,Black-Cotton,1,15,25,7,Monsoon,Minimal Damage,0.994603966,2
F00019692,488,Rabi,Alluvial,2,10,12,0,Winter,Minimal Damage,0.994589517,3
F00055190,915,Kharif,Alluvial,1,10,5,20,Monsoon,Minimal Damage,0.994582198,2
F00122476,2016,Rabi,Alluvial,1,20,36,7,Monsoon,Minimal Damage,0.994559102,2
F00094541,1478,Rabi,Alluvial,1,70,42,4,Summer,Minimal Damage,0.994548584,1
F00104650,1678,Rabi,Black-Cotton,1,60,19,24,Winter,Minimal Damage,0.994539014,3
F00144605,2840,Rabi,Alluvial,1,10,20,18,Summer,Minimal Damage,0.99453089,1
F00055295,915,Rabi,Alluvial,2,40,33,0,Winter,Minimal Damage,0.994526473,3
F00131444,2267,Kharif,Alluvial,1,15,30,22,Monsoon,Minimal Damage,0.994519877,2
F00092509,1478,Rabi,Alluvial,1,60,28,5,Monsoon,Minimal Damage,0.994516757,2
F00054005,915,Kharif,Alluvial,1,40,25,15,Summer,Partial Damage,0.994449481,1
F00114679,1898,Rabi,Black-Cotton,1,20,30,6,Winter,Minimal Damage,0.994428658,3
F00081329,1296,Kharif,Alluvial,1,5,32,12,Winter,Minimal Damage,0.994406672,3
F00066008,1056,Rabi,Black-Cotton,1,15,18,14,Winter,Partial Damage,0.994391044,3
F00056517,916,Kharif,Alluvial,1,5,20,15,Monsoon,Minimal Damage,0.994383426,2
F00148615,3164,Rabi,Black-Cotton,2,5,60,0,Monsoon,Partial Damage,0.994380225,2
F00022011,531,Kharif,Alluvial,1,50,27,3,Monsoon,Minimal Damage,0.994365056,2
F00086313,1385,Rabi,Black-Cotton,1,30,10,30,Monsoon,Minimal Damage,0.994364669,2
F00086775,1385,Rabi,Alluvial,1,60,33,20,Summer,Minimal Damage,0.994355734,1
F00101938,1576,Rabi,Black-Cotton,2,30,50,0,Monsoon,Partial Damage,0.994355498,2
F00033200,677,Kharif,Black-Cotton,2,20,26,0,Winter,Minimal Damage,0.994334471,3
F00097350,1478,Kharif,Black-Cotton,2,5,13,0,Summer,Minimal Damage,0.994333331,1
F00049353,851,Rabi,Alluvial,1,10,36,2,Monsoon,Minimal Damage,0.994325391,2
F00065916,1056,Rabi,Alluvial,1,20,28,14,Monsoon,Minimal Damage,0.99432412,2
F00141640,2688,Kharif,Alluvial,1,10,47,4,Summer,Minimal Damage,0.994294268,1
F00059174,984,Rabi,Alluvial,2,25,42,0,Summer,Partial Damage,0.994271504,1
F00135483,2402,Rabi,Black-Cotton,1,40,42,13,Summer,Minimal Damage,0.994257972,1
F00107108,1678,Rabi,Alluvial,1,40,36,18,Monsoon,Minimal Damage,0.994252851,2
F00045580,790,Kharif,Alluvial,1,20,26,6,Monsoon,Minimal Damage,0.994251128,2
F00111058,1785,Rabi,Black-Cotton,1,20,30,10,Monsoon,Partial Damage,0.994215924,2
F00136188,2402,Rabi,Alluvial,1,30,52,3,Monsoon,Minimal Damage,0.994210277,2
F00026432,577,Rabi,Black-Cotton,2,40,24,0,Monsoon,Minimal Damage,0.994200943,2
F00059878,984,Rabi,Alluvial,1,40,30,6,Winter,Minimal Damage,0.994189889,3
F00068476,1132,Rabi,Alluvial,1,80,20,20,Monsoon,Minimal Damage,0.994171187,2
F00121562,2016,Rabi,Black-Cotton,1,40,38,10,Monsoon,Minimal Damage,0.994163411,2
F00069292,1132,Rabi,Alluvial,1,30,42,0,Summer,Minimal Damage,0.994163109,1
F00021573,531,Kharif,Alluvial,1,10,10,18,Summer,Minimal Damage,0.994156923,1
F00024452,577,Rabi,Black-Cotton,1,30,20,18,Winter,Minimal Damage,0.994153982,3
F00093851,1478,Rabi,Black-Cotton,1,30,15,29,Summer,Minimal Damage,0.994143886,1
F00140334,2687,Rabi,Alluvial,1,30,50,2,Monsoon,Partial Damage,0.994141616,2
F00121449,2016,Rabi,Alluvial,1,20,46,5,Monsoon,Partial Damage,0.994138652,2
F00119324,2015,Rabi,Alluvial,1,20,35,5,Monsoon,Minimal Damage,0.994138306,2
F00094480,1478,Kharif,Alluvial,2,40,43,0,Monsoon,Minimal Damage,0.994110158,2
F00126342,2139,Rabi,Alluvial,1,10,33,19,Monsoon,Partial Damage,0.994098667,2
F00092986,1478,Rabi,Black-Cotton,1,20,26,16,Monsoon,Minimal Damage,0.994068102,2
F00113051,1786,Rabi,Black-Cotton,1,20,20,25,Summer,Partial Damage,0.994055228,1
F00140607,2688,Rabi,Black-Cotton,1,10,28,25,Winter,Minimal Damage,0.994054724,3
F00004307,256,Rabi,Black-Cotton,2,20,20,0,Monsoon,Minimal Damage,0.9940488,2
F00059805,984,Rabi,Black-Cotton,2,30,30,0,Monsoon,Partial Damage,0.994046737,2
F00031903,626,Kharif,Alluvial,1,10,15,19,Monsoon,Minimal Damage,0.994036937,2
F00116389,1898,Rabi,Alluvial,1,40,25,23,Monsoon,Partial Damage,0.994026837,2
F00064052,1056,Rabi,Black-Cotton,1,20,13,23,Summer,Minimal Damage,0.994009882,1
F00051541,851,Kharif,Alluvial,2,20,40,0,Monsoon,Partial Damage,0.993982705,2
F00148979,3164,Rabi,Alluvial,1,25,55,5,Monsoon,Minimal Damage,0.993973478,2
F00137033,2541,Rabi,Alluvial,1,20,26,21,Monsoon,Minimal Damage,0.993947523,2
F00066511,1056,Rabi,Black-Cotton,1,50,22,17,Summer,Partial Damage,0.993946294,1
F00120496,2015,Rabi,Alluvial,2,5,20,0,Monsoon,Partial Damage,0.993923465,2
F00099159,1575,Rabi,Alluvial,1,40,49,4,Winter,Minimal Damage,0.993887185,3
F00063387,1056,Rabi,Alluvial,1,15,19,15,Monsoon,Minimal Damage,0.993875206,2
F00078535,1212,Kharif,Black-Cotton,2,5,40,0,Summer,Minimal Damage,0.99384064,1
F00130480,2267,Kharif,Alluvial,2,10,27,0,Monsoon,Minimal Damage,0.993820885,2
F00064693,1056,Rabi,Black-Cotton,1,40,31,10,Monsoon,Minimal Damage,0.993818867,2
F00082321,1296,Rabi,Alluvial,1,40,31,12,Summer,Minimal Damage,0.993816398,1
F00053109,915,Kharif,Alluvial,1,15,25,6,Summer,Minimal Damage,0.993808811,1
F00106359,1678,Kharif,Black-Cotton,2,10,17,0,Winter,Minimal Damage,0.993807715,3
F00041743,732,Rabi,Black-Cotton,1,40,25,15,Summer,Minimal Damage,0.99380306,1
F00116761,1898,Kharif,Alluvial,1,20,40,0,Monsoon,Minimal Damage,0.99380284,2
F00005354,283,Kharif,Alluvial,2,20,26,0,Monsoon,Minimal Damage,0.993790159,2
F00088602,1385,Kharif,Alluvial,1,20,31,7,Monsoon,Minimal Damage,0.993783911,2
F00145925,2999,Rabi,Alluvial,1,20,44,14,Monsoon,Partial Damage,0.993782505,2
F00063602,1056,Rabi,Black-Cotton,1,10,21,15,Winter,Minimal Damage,0.993768817,3
F00071075,1132,Rabi,Black-Cotton,2,30,36,0,Winter,Minimal Damage,0.99376694,3
F00108742,1785,Rabi,Alluvial,1,30,30,7,Summer,Minimal Damage,0.993737026,1
F00122617,2016,Rabi,Black-Cotton,1,20,25,27,Winter,Partial Damage,0.993732957,3
F00152320,3516,Rabi,Alluvial,1,5,34,27,Winter,Partial Damage,0.993725569,3
F00055704,916,Rabi,Alluvial,1,10,34,1,Summer,Minimal Damage,0.993725468,1
F00114404,1898,Rabi,Black-Cotton,1,30,46,1,Monsoon,Minimal Damage,0.993701866,2
F00067083,1056,Rabi,Alluvial,1,80,28,11,Monsoon,Partial Damage,0.993687675,2
F00000657,151,Kharif,Alluvial,2,20,11,0,Monsoon,Minimal Damage,0.993680567,2
F00134916,2401,Rabi,Alluvial,2,20,60,0,Monsoon,Minimal Damage,0.993666184,2
F00114747,1898,Rabi,Black-Cotton,2,50,37,0,Summer,Partial Damage,0.993630797,1
F00069827,1132,Kharif,Alluvial,1,5,15,8,Winter,Minimal Damage,0.99358011,3
F00040893,732,Rabi,Alluvial,1,40,17,14,Summer,Minimal Damage,0.993578864,1
F00029193,625,Rabi,Black-Cotton,2,20,18,0,Monsoon,Minimal Damage,0.993573535,2
F00043676,789,Rabi,Black-Cotton,1,20,30,4,Winter,Significant Damage,0.993560924,3
F00053580,915,Rabi,Alluvial,1,20,30,0,Monsoon,Minimal Damage,0.993542639,2
F00059438,984,Rabi,Black-Cotton,1,60,28,12,Monsoon,Minimal Damage,0.993503266,2
F00063625,1056,Rabi,Black-Cotton,1,25,27,10,Monsoon,Minimal Damage,0.993501995,2
F00112298,1786,Rabi,Alluvial,1,20,37,10,Monsoon,Minimal Damage,0.993487985,2
F00141034,2688,Kharif,Alluvial,1,5,29,27,Monsoon,Minimal Damage,0.993461028,2
F00129696,2267,Rabi,Black-Cotton,1,25,48,5,Summer,Minimal Damage,0.993455865,1
F00119935,2015,Rabi,Black-Cotton,1,50,43,10,Monsoon,Minimal Damage,0.993455848,2
F00052542,915,Kharif,Alluvial,2,30,30,0,Winter,Minimal Damage,0.993437437,3
F00136110,2402,Rabi,Black-Cotton,1,30,24,28,Winter,Minimal Damage,0.993428806,3
F00020767,531,Kharif,Alluvial,1,30,30,0,Summer,Minimal Damage,0.993427615,1
F00098468,1575,Rabi,Alluvial,1,60,42,4,Monsoon,Minimal Damage,0.993427455,2
F00078138,1212,Kharif,Alluvial,1,25,39,5,Monsoon,Significant Damage,0.993423639,2
F00109351,1785,Rabi,Black-Cotton,1,10,35,10,Summer,Minimal Damage,0.993422508,1
F00033775,677,Rabi,Alluvial,1,60,30,12,Summer,Partial Damage,0.99342244,1
F00078933,1212,Kharif,Black-Cotton,2,20,49,0,Monsoon,Partial Damage,0.993396831,2
F00033307,677,Rabi,Black-Cotton,2,15,22,0,Monsoon,Minimal Damage,0.99334943,2
F00066217,1056,Rabi,Alluvial,1,5,20,7,Monsoon,Minimal Damage,0.993326675,2
F00103301,1678,Kharif,Black-Cotton,2,10,47,0,Summer,Minimal Damage,0.993304146,1
F00021000,531,Kharif,Alluvial,2,15,17,0,Summer,Minimal Damage,0.993300516,1
F00057268,916,Rabi,Black-Cotton,1,20,23,8,Monsoon,Minimal Damage,0.99327063,2
F00059207,984,Rabi,Alluvial,1,20,19,20,Monsoon,Minimal Damage,0.993267492,2
F00040964,732,Rabi,Alluvial,1,30,21,10,Monsoon,Minimal Damage,0.993267242,2
F00077414,1212,Rabi,Alluvial,1,20,28,15,Monsoon,Partial Damage,0.993266033,2
F00016519,448,Rabi,Black-Cotton,1,20,20,13,Monsoon,Minimal Damage,0.993249277,2
F00030364,625,Kharif,Alluvial,1,5,18,15,Summer,Minimal Damage,0.993244307,1
F00039917,732,Rabi,Alluvial,1,30,24,12,Monsoon,Minimal Damage,0.993243061,2
F00021711,531,Rabi,Black-Cotton,1,15,19,10,Monsoon,Minimal Damage,0.993233755,2
F00097105,1478,Rabi,Black-Cotton,1,40,43,8,Monsoon,Minimal Damage,0.993231166,2
F00094635,1478,Rabi,Black-Cotton,2,50,48,0,Summer,Minimal Damage,0.993231086,1
F00118568,1898,Rabi,Black-Cotton,1,50,31,18,Winter,Minimal Damage,0.993227712,3
F00016853,448,Kharif,Alluvial,1,20,22,14,Monsoon,Minimal Damage,0.993221561,2
F00119157,2015,Rabi,Alluvial,1,10,34,18,Monsoon,Minimal Damage,0.993219555,2
F00051193,851,Kharif,Alluvial,1,20,20,7,Monsoon,Minimal Damage,0.993218107,2
F00136436,2541,Rabi,Alluvial,1,20,35,24,Monsoon,Minimal Damage,0.993215908,2
F00117938,1898,Kharif,Alluvial,2,15,41,0,Summer,Partial Damage,0.993214011,1
F00095555,1478,Rabi,Black-Cotton,1,10,25,21,Summer,Minimal Damage,0.993208817,1
F00055364,915,Rabi,Black-Cotton,1,60,26,16,Monsoon,Minimal Damage,0.993192389,2
F00136425,2541,Kharif,Alluvial,2,5,55,0,Summer,Minimal Damage,0.993182722,1
F00008103,342,Kharif,Alluvial,1,40,20,7,Monsoon,Minimal Damage,0.993172997,2
F00036377,677,Rabi,Alluvial,1,40,30,6,Summer,Minimal Damage,0.993149607,1
F00132607,2401,Rabi,Alluvial,1,60,40,11,Summer,Partial Damage,0.993140255,1
F00086939,1385,Rabi,Alluvial,1,10,8,13,Winter,Minimal Damage,0.993131398,3
F00085982,1297,Kharif,Alluvial,1,15,16,20,Summer,Minimal Damage,0.993127587,1
F00035946,677,Kharif,Alluvial,1,25,25,4,Winter,Minimal Damage,0.993105286,3
F00033398,677,Rabi,Black-Cotton,1,20,20,12,Monsoon,Minimal Damage,0.993101311,2
F00154222,3702,Rabi,Black-Cotton,1,20,35,20,Summer,Partial Damage,0.993091299,1
F00014483,448,Rabi,Black-Cotton,1,5,15,13,Monsoon,Minimal Damage,0.993080037,2
F00077184,1212,Kharif,Alluvial,1,20,20,5,Winter,Minimal Damage,0.993077046,3
F00151881,3337,Kharif,Black-Cotton,2,20,40,0,Summer,Minimal Damage,0.993064934,1
F00115888,1898,Rabi,Black-Cotton,1,35,45,5,Monsoon,Minimal Damage,0.993049376,2
F00076414,1212,Rabi,Alluvial,1,20,18,16,Winter,Minimal Damage,0.993048348,3
F00027696,577,Rabi,Alluvial,1,30,18,12,Summer,Minimal Damage,0.993023487,1
F00037535,731,Rabi,Alluvial,1,40,19,22,Winter,Minimal Damage,0.993005424,3
F00097492,1478,Rabi,Black-Cotton,2,15,54,0,Monsoon,Minimal Damage,0.9929978,2
F00130973,2267,Rabi,Alluvial,2,60,61,0,Winter,Minimal Damage,0.992973187,3
F00117316,1898,Rabi,Black-Cotton,1,10,20,26,Monsoon,Partial Damage,0.992971706,2
F00007828,342,Rabi,Black-Cotton,2,60,25,0,Winter,Minimal Damage,0.992970577,3
