Id,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Item in number
1821,Austria,Wheat,2001,1110,3132.2,8.75,52412,9
1822,Austria,Maize,2002,1110,3079.2,9.62,99815,2
1823,Austria,Potatoes,2002,1110,3079.2,9.62,303832,4
1824,Austria,Soybeans,2002,1110,3079.2,9.62,25244,7
1825,Austria,Wheat,2002,1110,3079.2,9.62,49667,9
1826,Austria,Maize,2004,1110,3301.7,8.76,96544,2
1827,Austria,Potatoes,2004,1110,3301.7,8.76,316117,4
1828,Austria,Soybeans,2004,1110,3301.7,8.76,25092,7
1829,Austria,Wheat,2004,1110,3301.7,8.76,59234,9
1830,Austria,Maize,2005,1110,3404,8.6,106570,2
1831,Austria,Potatoes,2005,1110,3404,8.6,343985,4
1832,Austria,Soybeans,2005,1110,3404,8.6,28267,7
1833,Austria,Wheat,2005,1110,3404,8.6,50286,9
1834,Austria,Maize,2006,1110,3415.7,9.13,96370,2
1835,Austria,Potatoes,2006,1110,3415.7,9.13,298641,4
1836,Austria,Soybeans,2006,1110,3415.7,9.13,25970,7
1837,Austria,Wheat,2006,1110,3415.7,9.13,49066,9
1838,Austria,Maize,2007,1110,3526.6,10.03,103128,2
1839,Austria,Potatoes,2007,1110,3526.6,10.03,294931,4
1840,Austria,Soybeans,2007,1110,3526.6,10.03,26211,7
1841,Austria,Wheat,2007,1110,3526.6,10.03,47763,9
1842,Austria,Maize,2008,1110,4246.7,9.96,113173,2
1843,Austria,Potatoes,2008,1110,4246.7,9.96,331993,4
1844,Austria,Soybeans,2008,1110,4246.7,9.96,29369,7
1845,Austria,Wheat,2008,1110,4246.7,9.96,56935,9
1846,Austria,Maize,2009,1110,3531.8,9.48,108293,2
1847,Austria,Potatoes,2009,1110,3531.8,9.48,324947,4
1848,Austria,Soybeans,2009,1110,3531.8,9.48,28171,7
1849,Austria,Wheat,2009,1110,3531.8,9.48,49295,9
1850,Austria,Maize,2010,1110,3692.4,8.36,97247,2
1851,Austria,Potatoes,2010,1110,3692.4,8.36,305703,4
1852,Austria,Sorghum,2010,1110,3692.4,8.36,67666,6
1853,Austria,Soybeans,2010,1110,3692.4,8.36,27501,7
1854,Austria,Wheat,2010,1110,3692.4,8.36,50117,9
1855,Austria,Maize,2011,1110,3441.5,9.42,112996,2
1856,Austria,Potatoes,2011,1110,3441.5,9.42,357127,4
1857,Austria,Sorghum,2011,1110,3441.5,9.42,67299,6
1858,Austria,Soybeans,2011,1110,3441.5,9.42,28691,7
1859,Austria,Wheat,2011,1110,3441.5,9.42,58549,9
1860,Austria,Maize,2012,1110,3563.3,9.42,107025,2
1861,Austria,Potatoes,2012,1110,3563.3,9.42,305491,4
1862,Austria,Sorghum,2012,1110,3563.3,9.42,68081,6
1863,Austria,Soybeans,2012,1110,3563.3,9.42,28051,7
1864,Austria,Wheat,2012,1110,3563.3,9.42,41388,9
1865,Austria,Maize,2013,1110,3108.6,10.03,81173,2
1866,Austria,Potatoes,2013,1110,3108.6,10.03,285897,4
1867,Austria,Sorghum,2013,1110,3108.6,10.03,52447,6
1868,Austria,Soybeans,2013,1110,3108.6,10.03,19697,7
1869,Austria,Wheat,2013,1110,3108.6,10.03,53743,9
1870,Azerbaijan,Maize,1992,447,148.68,10.93,18740,2
1871,Azerbaijan,Potatoes,1992,447,148.68,10.93,82701,4
1872,Azerbaijan,"Rice, paddy",1992,447,148.68,10.93,7292,5
1873,Azerbaijan,Sorghum,1992,447,148.68,10.93,578,6
1874,Azerbaijan,Soybeans,1992,447,148.68,10.93,1141,7
1875,Azerbaijan,Wheat,1992,447,148.68,10.93,21705,9
1876,Azerbaijan,Maize,1993,447,148.68,10.53,13918,2
1877,Azerbaijan,Potatoes,1993,447,148.68,10.53,78059,4
1878,Azerbaijan,"Rice, paddy",1993,447,148.68,10.53,9461,5
1879,Azerbaijan,Sorghum,1993,447,148.68,10.53,1659,6
1880,Azerbaijan,Soybeans,1993,447,148.68,10.53,811,7
1881,Azerbaijan,Wheat,1993,447,148.68,10.53,16855,9
1882,Azerbaijan,Maize,1994,447,148.68,11.32,14619,2
1883,Azerbaijan,Potatoes,1994,447,148.68,11.32,82623,4
1884,Azerbaijan,"Rice, paddy",1994,447,148.68,11.32,10059,5
1885,Azerbaijan,Sorghum,1994,447,148.68,11.32,2323,6
1886,Azerbaijan,Soybeans,1994,447,148.68,11.32,1905,7
1887,Azerbaijan,Wheat,1994,447,148.68,11.32,16296,9
1888,Azerbaijan,Maize,1995,447,148.68,12.81,11810,2
1889,Azerbaijan,Potatoes,1995,447,148.68,12.81,97450,4
1890,Azerbaijan,"Rice, paddy",1995,447,148.68,12.81,19890,5
1891,Azerbaijan,Sorghum,1995,447,148.68,12.81,1317,6
1892,Azerbaijan,Soybeans,1995,447,148.68,12.81,10000,7
1893,Azerbaijan,Wheat,1995,447,148.68,12.81,14940,9
1894,Azerbaijan,Maize,1996,447,148.68,11.96,17369,2
1895,Azerbaijan,Potatoes,1996,447,148.68,11.96,101359,4
1896,Azerbaijan,"Rice, paddy",1996,447,148.68,11.96,36917,5
1897,Azerbaijan,Sorghum,1996,447,148.68,11.96,1389,6
1898,Azerbaijan,Soybeans,1996,447,148.68,11.96,9363,7
1899,Azerbaijan,Wheat,1996,447,148.68,11.96,16627,9
1900,Azerbaijan,Maize,1997,447,148.68,11.89,24340,2
1901,Azerbaijan,Potatoes,1997,447,148.68,11.89,82711,4
1902,Azerbaijan,"Rice, paddy",1997,447,148.68,11.89,46082,5
1903,Azerbaijan,Sorghum,1997,447,148.68,11.89,833,6
1904,Azerbaijan,Soybeans,1997,447,148.68,11.89,10667,7
1905,Azerbaijan,Wheat,1997,447,148.68,11.89,16914,9
1906,Azerbaijan,Maize,1998,447,148.68,12.79,29541,2
1907,Azerbaijan,Potatoes,1998,447,148.68,12.79,95259,4
1908,Azerbaijan,"Rice, paddy",1998,447,148.68,12.79,48046,5
1909,Azerbaijan,Sorghum,1998,447,148.68,12.79,857,6
1910,Azerbaijan,Soybeans,1998,447,148.68,12.79,11111,7
1911,Azerbaijan,Wheat,1998,447,148.68,12.79,15764,9
1912,Azerbaijan,Maize,1999,447,148.68,12.74,35343,2
1913,Azerbaijan,Potatoes,1999,447,148.68,12.74,95214,4
1914,Azerbaijan,"Rice, paddy",1999,447,148.68,12.74,44415,5
1915,Azerbaijan,Soybeans,1999,447,148.68,12.74,12000,7
1916,Azerbaijan,Wheat,1999,447,148.68,12.74,19992,9
1917,Azerbaijan,Maize,2000,447,148.68,12.61,32484,2
1918,Azerbaijan,Potatoes,2000,447,148.68,12.61,89357,4
1919,Azerbaijan,"Rice, paddy",2000,447,148.68,12.61,50191,5
1920,Azerbaijan,Sorghum,2000,447,148.68,12.61,2434,6
1921,Azerbaijan,Soybeans,2000,447,148.68,12.61,11940,7
1922,Azerbaijan,Wheat,2000,447,148.68,12.61,23223,9
1923,Azerbaijan,Maize,2001,447,148.68,12.97,37823,2
1924,Azerbaijan,Potatoes,2001,447,148.68,12.97,109774,4
1925,Azerbaijan,"Rice, paddy",2001,447,148.68,12.97,48495,5
1926,Azerbaijan,Soybeans,2001,447,148.68,12.97,12222,7
1927,Azerbaijan,Wheat,2001,447,148.68,12.97,26154,9
1928,Azerbaijan,Maize,2002,447,148.68,12.45,43463,2
1929,Azerbaijan,Potatoes,2002,447,148.68,12.45,121132,4
1930,Azerbaijan,"Rice, paddy",2002,447,148.68,12.45,46532,5
1931,Azerbaijan,Wheat,2002,447,148.68,12.45,26028,9
1932,Azerbaijan,Maize,2004,447,148.68,12.76,46071,2
1933,Azerbaijan,Potatoes,2004,447,148.68,12.76,141416,4
1934,Azerbaijan,"Rice, paddy",2004,447,148.68,12.76,39810,5
1935,Azerbaijan,Soybeans,2004,447,148.68,12.76,17568,7
1936,Azerbaijan,Wheat,2004,447,148.68,12.76,25748,9
1937,Azerbaijan,Maize,2005,447,148.68,12.88,47703,2
1938,Azerbaijan,Potatoes,2005,447,148.68,12.88,153215,4
1939,Azerbaijan,"Rice, paddy",2005,447,148.68,12.88,35903,5
1940,Azerbaijan,Soybeans,2005,447,148.68,12.88,5789,7
1941,Azerbaijan,Wheat,2005,447,148.68,12.88,25818,9
1942,Azerbaijan,Maize,2006,447,148.68,12.66,45777,2
1943,Azerbaijan,Potatoes,2006,447,148.68,12.66,149497,4
1944,Azerbaijan,"Rice, paddy",2006,447,148.68,12.66,42375,5
1945,Azerbaijan,Sorghum,2006,447,148.68,12.66,10000,6
1946,Azerbaijan,Soybeans,2006,447,148.68,12.66,4906,7
1947,Azerbaijan,Wheat,2006,447,148.68,12.66,26050,9
1948,Azerbaijan,Maize,2007,447,148.68,12.75,46175,2
1949,Azerbaijan,Potatoes,2007,447,148.68,12.75,154570,4
1950,Azerbaijan,"Rice, paddy",2007,447,148.68,12.75,33886,5
1951,Azerbaijan,Soybeans,2007,447,148.68,12.75,4000,7
1952,Azerbaijan,Wheat,2007,447,148.68,12.75,26722,9
1953,Azerbaijan,Maize,2008,447,262.99,12.3,47784,2
1954,Azerbaijan,Potatoes,2008,447,262.99,12.3,156430,4
1955,Azerbaijan,"Rice, paddy",2008,447,262.99,12.3,27973,5
1956,Azerbaijan,Sorghum,2008,447,262.99,12.3,12000,6
1957,Azerbaijan,Soybeans,2008,447,262.99,12.3,5000,7
1958,Azerbaijan,Wheat,2008,447,262.99,12.3,27251,9
1959,Azerbaijan,Maize,2009,447,316.18,12.6,47990,2
1960,Azerbaijan,Potatoes,2009,447,316.18,12.6,149950,4
1961,Azerbaijan,"Rice, paddy",2009,447,316.18,12.6,25279,5
1962,Azerbaijan,Soybeans,2009,447,316.18,12.6,6677,7
1963,Azerbaijan,Wheat,2009,447,316.18,12.6,25946,9
1964,Azerbaijan,Maize,2010,447,333.85,13.85,45551,2
1965,Azerbaijan,Potatoes,2010,447,333.85,13.85,144945,4
1966,Azerbaijan,"Rice, paddy",2010,447,333.85,13.85,23963,5
1967,Azerbaijan,Soybeans,2010,447,333.85,13.85,7136,7
1968,Azerbaijan,Wheat,2010,447,333.85,13.85,19381,9
1969,Azerbaijan,Maize,2011,447,461.84,11.79,45460,2
1970,Azerbaijan,Potatoes,2011,447,461.84,11.79,143973,4
1971,Azerbaijan,"Rice, paddy",2011,447,461.84,11.79,20947,5
1972,Azerbaijan,Soybeans,2011,447,461.84,11.79,6717,7
1973,Azerbaijan,Wheat,2011,447,461.84,11.79,24376,9
1974,Azerbaijan,Maize,2012,447,516.35,13,51029,2
1975,Azerbaijan,Potatoes,2012,447,516.35,13,146740,4
1976,Azerbaijan,"Rice, paddy",2012,447,516.35,13,22249,5
1977,Azerbaijan,Sorghum,2012,447,516.35,13,1500,6
1978,Azerbaijan,Soybeans,2012,447,516.35,13,6587,7
1979,Azerbaijan,Wheat,2012,447,516.35,13,26144,9
1980,Azerbaijan,Maize,2013,447,489.8,14.12,53903,2
1981,Azerbaijan,Potatoes,2013,447,489.8,14.12,151999,4
1982,Azerbaijan,"Rice, paddy",2013,447,489.8,14.12,22808,5
1983,Azerbaijan,Sorghum,2013,447,489.8,14.12,5000,6
1984,Azerbaijan,Soybeans,2013,447,489.8,14.12,6457,7
1985,Azerbaijan,Wheat,2013,447,489.8,14.12,26719,9
1986,Bahamas,Cassava,1992,1292,484.59,25.1,95859,1
1987,Bahamas,Maize,1992,1292,484.59,25.1,16667,2
1988,Bahamas,Sweet potatoes,1992,1292,484.59,25.1,31586,8
1989,Bahamas,Cassava,1993,1292,484.59,25.26,90909,1
1990,Bahamas,Maize,1993,1292,484.59,25.26,16000,2
1991,Bahamas,Sweet potatoes,1993,1292,484.59,25.26,31571,8
1992,Bahamas,Cassava,1994,1292,484.59,25.73,80000,1
1993,Bahamas,Maize,1994,1292,484.59,25.73,17931,2
1994,Bahamas,Sweet potatoes,1994,1292,484.59,25.73,31254,8
1995,Bahamas,Cassava,1995,1292,484.59,25.44,77089,1
1996,Bahamas,Maize,1995,1292,484.59,25.44,17931,2
1997,Bahamas,Sweet potatoes,1995,1292,484.59,25.44,30714,8
1998,Bahamas,Cassava,1996,1292,484.59,25.06,75783,1
1999,Bahamas,Maize,1996,1292,484.59,25.06,17931,2
2000,Bahamas,Sweet potatoes,1996,1292,484.59,25.06,31324,8
2001,Bahamas,Cassava,1997,1292,484.59,25.81,75317,1
2002,Bahamas,Maize,1997,1292,484.59,25.81,17400,2
2003,Bahamas,Sweet potatoes,1997,1292,484.59,25.81,30800,8
2004,Bahamas,Cassava,1998,1292,484.59,25.94,75000,1
2005,Bahamas,Maize,1998,1292,484.59,25.94,19842,2
2006,Bahamas,Sweet potatoes,1998,1292,484.59,25.94,31724,8
2007,Bahamas,Cassava,1999,1292,484.59,25.31,80000,1
2008,Bahamas,Maize,1999,1292,484.59,25.31,21657,2
2009,Bahamas,Sweet potatoes,1999,1292,484.59,25.31,38088,8
2010,Bahamas,Cassava,2000,1292,484.59,25.16,100000,1
2011,Bahamas,Maize,2000,1292,484.59,25.16,24762,2
2012,Bahamas,Sweet potatoes,2000,1292,484.59,25.16,35304,8
2013,Bahamas,Cassava,2001,1292,375.89,25.23,102308,1
2014,Bahamas,Maize,2001,1292,375.89,25.23,30000,2
2015,Bahamas,Sweet potatoes,2001,1292,375.89,25.23,30556,8
2016,Bahamas,Cassava,2002,1292,384.23,25.79,100000,1
2017,Bahamas,Maize,2002,1292,384.23,25.79,30500,2
2018,Bahamas,Sweet potatoes,2002,1292,384.23,25.79,34792,8
2019,Bahamas,Cassava,2004,1292,269.66,25.46,103333,1
2020,Bahamas,Maize,2004,1292,269.66,25.46,35500,2
2021,Bahamas,Sweet potatoes,2004,1292,269.66,25.46,33846,8
2022,Bahamas,Cassava,2005,1292,315.74,25.43,106816,1
2023,Bahamas,Maize,2005,1292,315.74,25.43,36000,2
2024,Bahamas,Sweet potatoes,2005,1292,315.74,25.43,34323,8
2025,Bahamas,Cassava,2006,1292,268.2,25.34,106250,1
2026,Bahamas,Maize,2006,1292,268.2,25.34,38000,2
2027,Bahamas,Sweet potatoes,2006,1292,268.2,25.34,34519,8
2028,Bahamas,Cassava,2007,1292,268.2,25.71,105556,1
2029,Bahamas,Maize,2007,1292,268.2,25.71,40000,2
2030,Bahamas,Sweet potatoes,2007,1292,268.2,25.71,34364,8
2031,Bahamas,Cassava,2008,1292,268.2,25.63,139562,1
2032,Bahamas,Maize,2008,1292,268.2,25.63,47619,2
2033,Bahamas,Sweet potatoes,2008,1292,268.2,25.63,34462,8
2034,Bahamas,Cassava,2009,1292,268.2,25.46,180917,1
2035,Bahamas,Maize,2009,1292,268.2,25.46,60000,2
2036,Bahamas,Sweet potatoes,2009,1292,268.2,25.46,34560,8
2037,Bahamas,Cassava,2010,1292,268.2,24.77,221795,1
2038,Bahamas,Maize,2010,1292,268.2,24.77,75333,2
2039,Bahamas,Plantains and others,2010,1292,268.2,24.77,79048,3
2040,Bahamas,Sweet potatoes,2010,1292,268.2,24.77,34658,8
2041,Bahamas,Cassava,2011,1292,268.2,25.76,225128,1
2042,Bahamas,Maize,2011,1292,268.2,25.76,73085,2
2043,Bahamas,Plantains and others,2011,1292,268.2,25.76,78182,3
2044,Bahamas,Sweet potatoes,2011,1292,268.2,25.76,34757,8
2045,Bahamas,Cassava,2012,1292,268.2,25.46,223000,1
2046,Bahamas,Maize,2012,1292,268.2,25.46,73404,2
2047,Bahamas,Plantains and others,2012,1292,268.2,25.46,77391,3
2048,Bahamas,Sweet potatoes,2012,1292,268.2,25.46,34855,8
2049,Bahamas,Cassava,2013,1292,268.2,25.88,221509,1
2050,Bahamas,Maize,2013,1292,268.2,25.88,74465,2
2051,Bahamas,Plantains and others,2013,1292,268.2,25.88,76928,3
2052,Bahamas,Sweet potatoes,2013,1292,268.2,25.88,34953,8
2053,Bahrain,Potatoes,1990,83,14.05,26.26,186667,4
2054,Bahrain,Sweet potatoes,1990,83,14.05,26.26,116667,8
2055,Bahrain,Potatoes,1991,83,14.05,25.73,206667,4
2056,Bahrain,Sweet potatoes,1991,83,14.05,25.73,120000,8
2057,Bahrain,Potatoes,1992,83,14.05,25.09,188000,4
2058,Bahrain,Sweet potatoes,1992,83,14.05,25.09,112500,8
2059,Bahrain,Potatoes,1993,83,14.05,26.09,162857,4
2060,Bahrain,Sweet potatoes,1993,83,14.05,26.09,116667,8
2061,Bahrain,Potatoes,1994,83,30.86,26.66,147500,4
2062,Bahrain,Sweet potatoes,1994,83,30.86,26.66,125000,8
2063,Bahrain,Potatoes,1995,83,12.46,26.18,166667,4
2064,Bahrain,Sweet potatoes,1995,83,12.46,26.18,120000,8
2065,Bahrain,Potatoes,1996,83,12.16,26.76,125000,4
2066,Bahrain,Potatoes,1997,83,9.42,26.11,160000,4
2067,Bahrain,Potatoes,1998,83,11.15,27.54,160000,4
2068,Bahrain,Potatoes,1999,83,12.5,27.67,100000,4
2069,Bahrain,Potatoes,2000,83,8.65,26.99,103333,4
2070,Bahrain,Potatoes,2001,83,9.2,27.36,110000,4
2071,Bahrain,Potatoes,2002,83,0.91,27.19,190000,4
2072,Bahrain,Potatoes,2004,83,12.24,27.07,180000,4
2073,Bahrain,Potatoes,2005,83,12.75,26.89,100000,4
2074,Bahrain,Potatoes,2006,83,12.12,27.15,130000,4
2075,Bahrain,Potatoes,2007,83,16.25,27.13,255556,4
2076,Bahrain,Potatoes,2008,83,10.45,26.96,210000,4
2077,Bahrain,Potatoes,2009,83,12.59,27.24,166667,4
2078,Bahrain,Potatoes,2010,83,9.84,28,155598,4
2079,Bahrain,Potatoes,2011,83,9.14,27.01,171162,4
2080,Bahrain,Potatoes,2012,83,9.14,27.45,177812,4
2081,Bahrain,Potatoes,2013,83,9.14,27.86,179569,4
2082,Bangladesh,Maize,1990,2666,1266,25.98,10015,2
2083,Bangladesh,Maize,1990,2666,1266,25.98,10015,2
2084,Bangladesh,Potatoes,1990,2666,1266,25.98,91410,4
2085,Bangladesh,Potatoes,1990,2666,1266,25.98,91410,4
2086,Bangladesh,"Rice, paddy",1990,2666,1266,25.98,25661,5
2087,Bangladesh,"Rice, paddy",1990,2666,1266,25.98,25661,5
2088,Bangladesh,Sorghum,1990,2666,1266,25.98,8103,6
2089,Bangladesh,Sorghum,1990,2666,1266,25.98,8103,6
2090,Bangladesh,Sweet potatoes,1990,2666,1266,25.98,98316,8
2091,Bangladesh,Sweet potatoes,1990,2666,1266,25.98,98316,8
2092,Bangladesh,Wheat,1990,2666,1266,25.98,15034,9
2093,Bangladesh,Wheat,1990,2666,1266,25.98,15034,9
2094,Bangladesh,Maize,1991,2666,1287,25.85,9781,2
2095,Bangladesh,Maize,1991,2666,1287,25.85,9781,2
2096,Bangladesh,Potatoes,1991,2666,1287,25.85,99868,4
2097,Bangladesh,Potatoes,1991,2666,1287,25.85,99868,4
2098,Bangladesh,"Rice, paddy",1991,2666,1287,25.85,26592,5
2099,Bangladesh,"Rice, paddy",1991,2666,1287,25.85,26592,5
2100,Bangladesh,Sorghum,1991,2666,1287,25.85,8376,6
2101,Bangladesh,Sorghum,1991,2666,1287,25.85,8376,6
2102,Bangladesh,Sweet potatoes,1991,2666,1287,25.85,96481,8
2103,Bangladesh,Sweet potatoes,1991,2666,1287,25.85,96481,8
2104,Bangladesh,Wheat,1991,2666,1287,25.85,16767,9
2105,Bangladesh,Wheat,1991,2666,1287,25.85,16767,9
2106,Bangladesh,Maize,1992,2666,1453,25.86,9319,2
2107,Bangladesh,Maize,1992,2666,1453,25.86,9319,2
2108,Bangladesh,Potatoes,1992,2666,1453,25.86,107931,4
2109,Bangladesh,Potatoes,1992,2666,1453,25.86,107931,4
2110,Bangladesh,"Rice, paddy",1992,2666,1453,25.86,26893,5
2111,Bangladesh,"Rice, paddy",1992,2666,1453,25.86,26893,5
2112,Bangladesh,Sorghum,1992,2666,1453,25.86,8988,6
2113,Bangladesh,Sorghum,1992,2666,1453,25.86,8988,6
2114,Bangladesh,Sweet potatoes,1992,2666,1453,25.86,96477,8
2115,Bangladesh,Sweet potatoes,1992,2666,1453,25.86,96477,8
2116,Bangladesh,Wheat,1992,2666,1453,25.86,18534,9
2117,Bangladesh,Wheat,1992,2666,1453,25.86,18534,9
2118,Bangladesh,Maize,1993,2666,1487,25.73,9351,2
2119,Bangladesh,Maize,1993,2666,1487,25.73,9351,2
2120,Bangladesh,Potatoes,1993,2666,1487,25.73,106787,4
2121,Bangladesh,Potatoes,1993,2666,1487,25.73,106787,4
2122,Bangladesh,"Rice, paddy",1993,2666,1487,25.73,27185,5
2123,Bangladesh,"Rice, paddy",1993,2666,1487,25.73,27185,5
2124,Bangladesh,Sorghum,1993,2666,1487,25.73,8948,6
2125,Bangladesh,Sorghum,1993,2666,1487,25.73,8948,6
2126,Bangladesh,Sweet potatoes,1993,2666,1487,25.73,95714,8
2127,Bangladesh,Sweet potatoes,1993,2666,1487,25.73,95714,8
2128,Bangladesh,Wheat,1993,2666,1487,25.73,18457,9
2129,Bangladesh,Wheat,1993,2666,1487,25.73,18457,9
2130,Bangladesh,Maize,1994,2666,1594.5,25.91,9042,2
2131,Bangladesh,Maize,1994,2666,1594.5,25.91,9042,2
2132,Bangladesh,Potatoes,1994,2666,1594.5,25.91,109570,4
2133,Bangladesh,Potatoes,1994,2666,1594.5,25.91,109570,4
2134,Bangladesh,"Rice, paddy",1994,2666,1594.5,25.91,25328,5
2135,Bangladesh,"Rice, paddy",1994,2666,1594.5,25.91,25328,5
2136,Bangladesh,Sorghum,1994,2666,1594.5,25.91,9892,6
2137,Bangladesh,Sorghum,1994,2666,1594.5,25.91,9892,6
2138,Bangladesh,Sweet potatoes,1994,2666,1594.5,25.91,95373,8
2139,Bangladesh,Sweet potatoes,1994,2666,1594.5,25.91,95373,8
2140,Bangladesh,Wheat,1994,2666,1594.5,25.91,18390,9
2141,Bangladesh,Wheat,1994,2666,1594.5,25.91,18390,9
2142,Bangladesh,Maize,1995,2666,1702,26.09,10700,2
2143,Bangladesh,Maize,1995,2666,1702,26.09,10700,2
2144,Bangladesh,Potatoes,1995,2666,1702,26.09,111665,4
2145,Bangladesh,Potatoes,1995,2666,1702,26.09,111665,4
2146,Bangladesh,"Rice, paddy",1995,2666,1702,26.09,26527,5
2147,Bangladesh,"Rice, paddy",1995,2666,1702,26.09,26527,5
2148,Bangladesh,Sorghum,1995,2666,1702,26.09,9804,6
2149,Bangladesh,Sorghum,1995,2666,1702,26.09,9804,6
2150,Bangladesh,Sweet potatoes,1995,2666,1702,26.09,95186,8
2151,Bangladesh,Sweet potatoes,1995,2666,1702,26.09,95186,8
2152,Bangladesh,Wheat,1995,2666,1702,26.09,19483,9
2153,Bangladesh,Wheat,1995,2666,1702,26.09,19483,9
2154,Bangladesh,Maize,1996,2666,1919,26.15,10166,2
2155,Bangladesh,Maize,1996,2666,1919,26.15,10166,2
2156,Bangladesh,Potatoes,1996,2666,1919,26.15,112741,4
2157,Bangladesh,Potatoes,1996,2666,1919,26.15,112741,4
2158,Bangladesh,"Rice, paddy",1996,2666,1919,26.15,27629,5
2159,Bangladesh,"Rice, paddy",1996,2666,1919,26.15,27629,5
2160,Bangladesh,Sorghum,1996,2666,1919,26.15,9959,6
2161,Bangladesh,Sorghum,1996,2666,1919,26.15,9959,6
2162,Bangladesh,Sweet potatoes,1996,2666,1919,26.15,96081,8
2163,Bangladesh,Sweet potatoes,1996,2666,1919,26.15,96081,8
2164,Bangladesh,Wheat,1996,2666,1919,26.15,19531,9
2165,Bangladesh,Wheat,1996,2666,1919,26.15,19531,9
2166,Bangladesh,Maize,1997,2666,2035,25.55,10914,2
2167,Bangladesh,Maize,1997,2666,2035,25.55,10914,2
2168,Bangladesh,Potatoes,1997,2666,2035,25.55,112551,4
2169,Bangladesh,Potatoes,1997,2666,2035,25.55,112551,4
2170,Bangladesh,"Rice, paddy",1997,2666,2035,25.55,27431,5
2171,Bangladesh,"Rice, paddy",1997,2666,2035,25.55,27431,5
2172,Bangladesh,Sorghum,1997,2666,2035,25.55,10297,6
2173,Bangladesh,Sorghum,1997,2666,2035,25.55,10297,6
2174,Bangladesh,Sweet potatoes,1997,2666,2035,25.55,93946,8
2175,Bangladesh,Sweet potatoes,1997,2666,2035,25.55,93946,8
2176,Bangladesh,Wheat,1997,2666,2035,25.55,20544,9
2177,Bangladesh,Wheat,1997,2666,2035,25.55,20544,9
2178,Bangladesh,Maize,1998,2666,2068,26.13,7339,2
2179,Bangladesh,Maize,1998,2666,2068,26.13,7339,2
2180,Bangladesh,Potatoes,1998,2666,2068,26.13,113972,4
2181,Bangladesh,Potatoes,1998,2666,2068,26.13,113972,4
2182,Bangladesh,"Rice, paddy",1998,2666,2068,26.13,29358,5
2183,Bangladesh,"Rice, paddy",1998,2666,2068,26.13,29358,5
2184,Bangladesh,Sorghum,1998,2666,2068,26.13,7901,6
2185,Bangladesh,Sorghum,1998,2666,2068,26.13,7901,6
2186,Bangladesh,Sweet potatoes,1998,2666,2068,26.13,95325,8
2187,Bangladesh,Sweet potatoes,1998,2666,2068,26.13,95325,8
2188,Bangladesh,Wheat,1998,2666,2068,26.13,22408,9
2189,Bangladesh,Wheat,1998,2666,2068,26.13,22408,9
2190,Bangladesh,Maize,1999,2666,2532,26.31,12346,2
2191,Bangladesh,Maize,1999,2666,2532,26.31,12346,2
2192,Bangladesh,Potatoes,1999,2666,2532,26.31,112810,4
2193,Bangladesh,Potatoes,1999,2666,2532,26.31,112810,4
2194,Bangladesh,"Rice, paddy",1999,2666,2532,26.31,32139,5
2195,Bangladesh,"Rice, paddy",1999,2666,2532,26.31,32139,5
2196,Bangladesh,Sorghum,1999,2666,2532,26.31,12346,6
2197,Bangladesh,Sorghum,1999,2666,2532,26.31,12346,6
2198,Bangladesh,Sweet potatoes,1999,2666,2532,26.31,92786,8
2199,Bangladesh,Sweet potatoes,1999,2666,2532,26.31,92786,8
2200,Bangladesh,Wheat,1999,2666,2532,26.31,21627,9
2201,Bangladesh,Wheat,1999,2666,2532,26.31,21627,9
2202,Bangladesh,Maize,2000,2666,3170,25.91,20597,2
2203,Bangladesh,Maize,2000,2666,3170,25.91,20597,2
2204,Bangladesh,Potatoes,2000,2666,3170,25.91,120591,4
2205,Bangladesh,Potatoes,2000,2666,3170,25.91,120591,4
2206,Bangladesh,"Rice, paddy",2000,2666,3170,25.91,34836,5
2207,Bangladesh,"Rice, paddy",2000,2666,3170,25.91,34836,5
2208,Bangladesh,Sorghum,2000,2666,3170,25.91,12346,6
2209,Bangladesh,Sorghum,2000,2666,3170,25.91,12346,6
2210,Bangladesh,Sweet potatoes,2000,2666,3170,25.91,92479,8
2211,Bangladesh,Sweet potatoes,2000,2666,3170,25.91,92479,8
2212,Bangladesh,Wheat,2000,2666,3170,25.91,22104,9
2213,Bangladesh,Wheat,2000,2666,3170,25.91,22104,9
2214,Bangladesh,Maize,2001,2666,3295.78,25.93,32216,2
2215,Bangladesh,Maize,2001,2666,3295.78,25.93,32216,2
2216,Bangladesh,Potatoes,2001,2666,3295.78,25.93,129163,4
2217,Bangladesh,Potatoes,2001,2666,3295.78,25.93,129163,4
2218,Bangladesh,"Rice, paddy",2001,2666,3295.78,25.93,34020,5
2219,Bangladesh,"Rice, paddy",2001,2666,3295.78,25.93,34020,5
2220,Bangladesh,Sorghum,2001,2666,3295.78,25.93,12346,6
2221,Bangladesh,Sorghum,2001,2666,3295.78,25.93,12346,6
2222,Bangladesh,Sweet potatoes,2001,2666,3295.78,25.93,90907,8
2223,Bangladesh,Sweet potatoes,2001,2666,3295.78,25.93,90907,8
2224,Bangladesh,Wheat,2001,2666,3295.78,25.93,21643,9
2225,Bangladesh,Wheat,2001,2666,3295.78,25.93,21643,9
2226,Bangladesh,Maize,2002,2666,2954.29,26.1,40349,2
